time_value,tp_value
2024-02-27 02:00:47,0.05714285714285714
2024-02-27 02:01:00,0.02857142857142857
2024-02-27 02:02:35,0.02857142857142857
2024-02-27 02:04:00,0.02857142857142857
2024-02-27 02:05:22,0.02857142857142857
2024-02-27 02:06:47,0.02857142857142857
2024-02-27 02:08:47,0.02857142857142857
2024-02-27 02:11:00,0.02857142857142857
2024-02-27 02:12:57,0.02857142857142857
2024-02-27 02:13:00,0.02857142857142857
2024-02-27 02:14:24,0.02857142857142857
2024-02-27 02:16:20,0.02857142857142857
2024-02-27 02:16:32,0.02857142857142857
2024-02-27 02:22:00,0.02857142857142857
2024-02-27 02:24:00,0.02857142857142857
2024-02-27 02:25:07,0.02857142857142857
2024-02-27 02:25:47,0.05714285714285714
2024-02-27 02:27:01,0.02857142857142857
2024-02-27 02:27:35,0.02857142857142857
2024-02-27 02:28:47,0.02857142857142857
2024-02-27 02:29:00,0.02857142857142857
2024-02-27 02:29:35,0.02857142857142857
2024-02-27 02:29:55,0.02857142857142857
2024-02-27 02:31:07,0.02857142857142857
2024-02-27 02:31:13,0.02857142857142857
2024-02-27 02:32:32,0.02857142857142857
2024-02-27 02:32:36,0.02857142857142857
2024-02-27 02:33:35,0.02857142857142857
2024-02-27 02:34:12,0.02857142857142857
2024-02-27 02:34:47,0.02857142857142857
2024-02-27 02:35:35,0.02857142857142857
2024-02-27 02:38:47,0.02857142857142857
2024-02-27 02:39:24,0.02857142857142857
2024-02-27 02:40:47,0.02857142857142857
2024-02-27 02:41:00,0.05714285714285714
2024-02-27 02:41:47,0.02857142857142857
2024-02-27 02:42:22,0.02857142857142857
2024-02-27 02:42:52,0.02857142857142857
2024-02-27 02:43:00,0.02857142857142857
2024-02-27 02:43:22,0.02857142857142857
2024-02-27 02:44:15,0.02857142857142857
2024-02-27 02:45:12,0.02857142857142857
2024-02-27 02:45:24,0.02857142857142857
2024-02-27 02:47:00,0.02857142857142857
2024-02-27 02:47:22,0.02857142857142857
2024-02-27 02:48:12,0.02857142857142857
2024-02-27 02:48:22,0.02857142857142857
2024-02-27 02:49:36,0.02857142857142857
2024-02-27 02:49:47,0.02857142857142857
2024-02-27 02:51:12,0.02857142857142857
2024-02-27 02:52:35,0.05714285714285714
2024-02-27 02:53:47,0.02857142857142857
2024-02-27 02:53:48,0.02857142857142857
2024-02-27 02:55:25,0.02857142857142857
2024-02-27 02:55:35,0.02857142857142857
2024-02-27 02:55:36,0.02857142857142857
2024-02-27 02:56:12,0.02857142857142857
2024-02-27 02:56:22,0.02857142857142857
2024-02-27 02:58:02,0.02857142857142857
2024-02-27 02:58:47,0.02857142857142857
2024-02-27 03:00:13,0.02857142857142857
2024-02-27 03:00:35,0.02857142857142857
2024-02-27 03:01:01,0.02857142857142857
2024-02-27 03:02:35,0.05714285714285714
2024-02-27 03:04:12,0.05714285714285714
2024-02-27 03:04:17,0.02857142857142857
2024-02-27 03:06:12,0.02857142857142857
2024-02-27 03:06:35,0.02857142857142857
2024-02-27 03:08:35,0.02857142857142857
2024-02-27 03:09:47,0.02857142857142857
2024-02-27 03:10:12,0.02857142857142857
2024-02-27 03:11:36,0.02857142857142857
2024-02-27 03:11:52,0.02857142857142857
2024-02-27 03:12:22,0.02857142857142857
2024-02-27 03:12:47,0.02857142857142857
2024-02-27 03:12:48,0.02857142857142857
2024-02-27 03:13:12,0.02857142857142857
2024-02-27 03:14:01,0.02857142857142857
2024-02-27 03:14:12,0.02857142857142857
2024-02-27 03:15:47,0.02857142857142857
2024-02-27 03:16:12,0.02857142857142857
2024-02-27 03:17:00,0.02857142857142857
2024-02-27 03:18:12,0.02857142857142857
2024-02-27 03:18:47,0.02857142857142857
2024-02-27 03:19:00,0.02857142857142857
2024-02-27 03:20:22,0.02857142857142857
2024-02-27 03:21:47,0.02857142857142857
2024-02-27 03:22:00,0.02857142857142857
2024-02-27 03:23:00,0.02857142857142857
2024-02-27 03:23:24,0.02857142857142857
2024-02-27 03:23:47,0.02857142857142857
2024-02-27 03:24:12,0.02857142857142857
2024-02-27 03:26:00,0.08571428571428572
2024-02-27 03:27:13,0.02857142857142857
2024-02-27 03:27:36,0.02857142857142857
2024-02-27 03:28:37,0.02857142857142857
2024-02-27 03:29:12,0.02857142857142857
2024-02-27 03:30:37,0.02857142857142857
2024-02-27 03:30:38,0.02857142857142857
2024-02-27 03:31:36,0.02857142857142857
2024-02-27 03:31:37,0.02857142857142857
2024-02-27 03:33:00,0.05714285714285714
2024-02-27 03:33:12,0.02857142857142857
2024-02-27 03:34:22,0.02857142857142857
